subject,body_text,url_count,has_urgency,label
Feedback on code design patterns (Ref: 798),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Sarah.",0,0,0
Verify your banking details to avoid limitations,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,3,1,1
Lunch reservation details (Ref: 928),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Alice.",0,0,0
URGENT: Verify your account activity immediately!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",3,1,1
Lunch reservation details (Ref: 716),"Attached are the slides for the client presentation. Please review them before the call. Thanks, John.",1,0,0
URGENT: Verify your account activity immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",1,1,1
Weekly Project Progress Update (Ref: 469),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",1,0,0
Update Billing Information: Payment Restrict Alert,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",3,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 290),"We successfully deployed the latest security patches to the production clusters. Thanks, John.",1,0,0
Verify your banking details to avoid limitations,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-amazon-support.net/login,1,1,1
Release notes for version 2.4.1 (Ref: 939),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Alice.",1,0,0
Update Billing Information: Payment Restrict Alert,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",3,1,1
Feedback on code design patterns (Ref: 580),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",1,0,0
URGENT: Verify your account activity immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",1,1,1
New repository pull request merged (Ref: 388),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",1,0,0
Update Billing Information: Payment Restrict Alert,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,3,1,1
New repository pull request merged (Ref: 951),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Alice.",1,0,0
"Congratulations! You won a $1,000 reward voucher",You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,1,0,1
Feedback on code design patterns (Ref: 934),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",0,0,0
Microsoft Account: Verify security settings now,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",1,1,1
Approved: Expense report #3904 (Ref: 909),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Alice.",0,0,0
Microsoft Account: Verify security settings now,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-chase-support.net/login,1,1,1
Feedback on code design patterns (Ref: 485),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
System Warning: Update password immediately!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",1,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 289),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 470),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-amazon-support.net/login,3,1,1
New repository pull request merged (Ref: 607),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",1,0,0
URGENT: Verify your account activity immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,1,1,1
Client presentation slide deck (Ref: 768),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher",We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-netflix-support.net/login,3,1,1
Client presentation slide deck (Ref: 298),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",1,0,0
Netflix: Your subscription has been suspended!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",2,1,1
New repository pull request merged (Ref: 882),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",0,0,0
Verify your banking details to avoid limitations,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-chase-support.net/login,1,1,1
Client presentation slide deck (Ref: 806),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",0,0,0
Netflix: Your subscription has been suspended!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,1,1,1
Feedback on code design patterns (Ref: 447),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Alice.",0,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,1,1,1
Client presentation slide deck (Ref: 421),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 895),"We successfully deployed the latest security patches to the production clusters. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
Quarterly financial report summary (Ref: 556),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",0,0,0
Update Billing Information: Payment Restrict Alert,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-amazon-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 777),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",1,0,0
PayPal Support: Unauthorized funds transfer request,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",3,0,1
Weekly Project Progress Update (Ref: 893),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",1,0,0
System Warning: Update password immediately!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-netflix-support.net/login",2,1,1
Lunch reservation details (Ref: 397),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",1,0,0
URGENT: Verify your account activity immediately!,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-chase-support.net/login,3,1,1
Annual performance evaluation reminder (Ref: 189),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",1,0,0
Update Billing Information: Payment Restrict Alert,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,3,1,1
Annual performance evaluation reminder (Ref: 491),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",0,0,0
System Warning: Update password immediately!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-chase-support.net/login,1,1,1
Quarterly financial report summary (Ref: 255),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",1,0,0
"Congratulations! You won a $1,000 reward voucher",You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,3,0,1
Agenda for Tomorrow's Standup Meeting (Ref: 545),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, John.",1,0,0
Security Alert: Unauthorized login attempts detected,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,1,1,1
Feedback on code design patterns (Ref: 841),"Your request for business travel expenses has been reviewed and approved by management. Thanks, David.",1,0,0
PayPal Support: Unauthorized funds transfer request,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-netflix-support.net/login",2,0,1
Agenda for Tomorrow's Standup Meeting (Ref: 305),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Alice.",1,0,0
Verify your banking details to avoid limitations,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-paypal-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 679),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",0,0,0
Microsoft Account: Verify security settings now,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,1,1,1
Lunch reservation details (Ref: 465),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",0,0,0
"Congratulations! You won a $1,000 reward voucher","To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",1,0,1
Approved: Expense report #3904 (Ref: 896),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Alice.",0,0,0
System Warning: Update password immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",3,1,1
Feedback on code design patterns (Ref: 674),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
"Congratulations! You won a $1,000 reward voucher",We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,1,1,1
Feedback on code design patterns (Ref: 478),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",0,0,0
Netflix: Your subscription has been suspended!,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-paypal-support.net/login,3,1,1
Lunch reservation details (Ref: 668),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",1,0,0
PayPal Support: Unauthorized funds transfer request,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 963),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, John.",0,0,0
Microsoft Account: Verify security settings now,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-paypal-support.net/login,2,1,1
Lunch reservation details (Ref: 274),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",1,0,0
URGENT: Verify your account activity immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 875),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",0,0,0
System Warning: Update password immediately!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,2,1,1
Lunch reservation details (Ref: 270),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",1,0,0
PayPal Support: Unauthorized funds transfer request,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-netflix-support.net/login",1,0,1
Annual performance evaluation reminder (Ref: 284),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",1,0,0
Netflix: Your subscription has been suspended!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",3,1,1
Annual performance evaluation reminder (Ref: 578),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,2,1,1
Approved: Expense report #3904 (Ref: 997),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",1,0,0
Microsoft Account: Verify security settings now,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,1,1,1
Lunch reservation details (Ref: 127),"We successfully deployed the latest security patches to the production clusters. Thanks, John.",1,0,0
Microsoft Account: Verify security settings now,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",3,1,1
Approved: Expense report #3904 (Ref: 202),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
Netflix: Your subscription has been suspended!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,2,1,1
New repository pull request merged (Ref: 526),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",1,0,0
Microsoft Account: Verify security settings now,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,1,1,1
Quarterly financial report summary (Ref: 368),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,3,1,1
Lunch reservation details (Ref: 384),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",0,0,0
Security Alert: Unauthorized login attempts detected,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-paypal-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 790),"Merged PR #405: updates user session cookies validation handlers. Thanks, John.",0,0,0
URGENT: Verify your account activity immediately!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,1,1,1
Feedback on code design patterns (Ref: 924),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",1,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,3,1,1
Quarterly financial report summary (Ref: 792),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, John.",0,0,0
Update Billing Information: Payment Restrict Alert,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,1,1,1
Quarterly financial report summary (Ref: 913),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, John.",0,0,0
System Warning: Update password immediately!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-netflix-support.net/login",3,1,1
Approved: Expense report #3904 (Ref: 832),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,2,1,1
Feedback on code design patterns (Ref: 970),"Merged PR #405: updates user session cookies validation handlers. Thanks, David.",1,0,0
Microsoft Account: Verify security settings now,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,1,1,1
Quarterly financial report summary (Ref: 350),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",0,0,0
Update Billing Information: Payment Restrict Alert,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,2,1,1
Client presentation slide deck (Ref: 655),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",2,1,1
Annual performance evaluation reminder (Ref: 223),"We successfully deployed the latest security patches to the production clusters. Thanks, Sarah.",1,0,0
Security Alert: Unauthorized login attempts detected,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 995),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",0,0,0
Update Billing Information: Payment Restrict Alert,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,1,1,1
Quarterly financial report summary (Ref: 439),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 735),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-paypal-support.net/login",3,1,1
Weekly Project Progress Update (Ref: 344),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",0,0,0
Netflix: Your subscription has been suspended!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,2,1,1
Client presentation slide deck (Ref: 726),"Merged PR #405: updates user session cookies validation handlers. Thanks, John.",1,0,0
Invoice Notification: Payment outstanding #83940,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 816),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Alice.",0,0,0
Verify your banking details to avoid limitations,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,1,1,1
New repository pull request merged (Ref: 560),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,1,1,1
Feedback on code design patterns (Ref: 987),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",0,0,0
"Congratulations! You won a $1,000 reward voucher",We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,1,1,1
New repository pull request merged (Ref: 375),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",1,0,0
"Congratulations! You won a $1,000 reward voucher","To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-paypal-support.net/login",3,0,1
Lunch reservation details (Ref: 945),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Sarah.",0,0,0
System Warning: Update password immediately!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",2,1,1
Lunch reservation details (Ref: 739),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",0,0,0
Netflix: Your subscription has been suspended!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,2,1,1
Approved: Expense report #3904 (Ref: 916),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",0,0,0
Microsoft Account: Verify security settings now,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,1,1,1
New repository pull request merged (Ref: 978),"Merged PR #405: updates user session cookies validation handlers. Thanks, John.",1,0,0
System Warning: Update password immediately!,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-chase-support.net/login,2,1,1
Feedback on code design patterns (Ref: 846),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-amazon-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 973),"We successfully deployed the latest security patches to the production clusters. Thanks, John.",1,0,0
URGENT: Verify your account activity immediately!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-paypal-support.net/login,3,1,1
Quarterly financial report summary (Ref: 163),"We successfully deployed the latest security patches to the production clusters. Thanks, John.",0,0,0
PayPal Support: Unauthorized funds transfer request,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,1,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 953),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
System Warning: Update password immediately!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-netflix-support.net/login",2,1,1
Weekly Project Progress Update (Ref: 699),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",1,1,1
Feedback on code design patterns (Ref: 710),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",0,0,0
Invoice Notification: Payment outstanding #83940,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-amazon-support.net/login,2,1,1
New repository pull request merged (Ref: 236),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-paypal-support.net/login",1,0,1
Lunch reservation details (Ref: 441),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",0,0,0
Microsoft Account: Verify security settings now,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 223),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-amazon-support.net/login",1,1,1
Annual performance evaluation reminder (Ref: 978),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
Microsoft Account: Verify security settings now,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-chase-support.net/login",2,1,1
Release notes for version 2.4.1 (Ref: 490),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",0,0,0
URGENT: Verify your account activity immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-amazon-support.net/login,2,1,1
Quarterly financial report summary (Ref: 658),"We successfully deployed the latest security patches to the production clusters. Thanks, Sarah.",1,0,0
Update Billing Information: Payment Restrict Alert,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",3,1,1
Feedback on code design patterns (Ref: 630),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",0,0,0
System Warning: Update password immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 699),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
Netflix: Your subscription has been suspended!,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-netflix-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 694),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",0,0,0
URGENT: Verify your account activity immediately!,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-chase-support.net/login",1,1,1
Approved: Expense report #3904 (Ref: 810),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, John.",1,0,0
Update Billing Information: Payment Restrict Alert,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-chase-support.net/login,2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 863),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
Invoice Notification: Payment outstanding #83940,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",2,1,1
Weekly Project Progress Update (Ref: 797),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,1,1,1
Approved: Expense report #3904 (Ref: 778),"Merged PR #405: updates user session cookies validation handlers. Thanks, Alice.",1,0,0
Microsoft Account: Verify security settings now,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",3,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 914),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
System Warning: Update password immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,2,1,1
Lunch reservation details (Ref: 839),"Attached are the slides for the client presentation. Please review them before the call. Thanks, David.",1,0,0
Microsoft Account: Verify security settings now,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,2,1,1
Client presentation slide deck (Ref: 298),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, John.",1,0,0
Update Billing Information: Payment Restrict Alert,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-paypal-support.net/login,1,1,1
Lunch reservation details (Ref: 788),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher",You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-chase-support.net/login,1,0,1
Quarterly financial report summary (Ref: 955),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
Verify your banking details to avoid limitations,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",1,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 891),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",0,0,0
Security Alert: Unauthorized login attempts detected,Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,2,1,1
Quarterly financial report summary (Ref: 167),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",1,0,0
Verify your banking details to avoid limitations,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,3,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 901),"Merged PR #405: updates user session cookies validation handlers. Thanks, John.",1,0,0
Invoice Notification: Payment outstanding #83940,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-paypal-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 895),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",1,0,0
Invoice Notification: Payment outstanding #83940,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-netflix-support.net/login,3,1,1
New repository pull request merged (Ref: 454),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",0,0,0
URGENT: Verify your account activity immediately!,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-paypal-support.net/login,1,1,1
Release notes for version 2.4.1 (Ref: 340),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",1,0,0
Verify your banking details to avoid limitations,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-paypal-support.net/login,3,1,1
Release notes for version 2.4.1 (Ref: 588),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",0,0,0
Invoice Notification: Payment outstanding #83940,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-netflix-support.net/login",2,1,1
Approved: Expense report #3904 (Ref: 534),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",1,0,0
URGENT: Verify your account activity immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 318),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",1,0,0
"Congratulations! You won a $1,000 reward voucher",Someone accessed your profile from an unrecognized device in Russia. Verify your credentials below. Click here: http://verification-amazon-support.net/login,2,1,1
